rep	fold	n	n_pos	n_neg	stratum
NEG_AMPLIFY_teNEGATIVE0693	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0694	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0695	val	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0698	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0701	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0702	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0703	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0704	test	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0708	test	2	0	2	neg_only
NEG_AMPLIFY_teNEGATIVE0710	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0712	test	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0713	val	3	2	1	mixed
NEG_AMPLIFY_teNEGATIVE0714	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0715	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0717	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0719	val	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0720	train	2	0	2	neg_only
NEG_AMPLIFY_teNEGATIVE0722	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0723	train	32	0	32	neg_only
NEG_AMPLIFY_teNEGATIVE0724	val	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0726	test	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0730	train	15	0	15	neg_only
NEG_AMPLIFY_teNEGATIVE0734	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0736	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0737	val	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0738	train	6	0	6	neg_only
NEG_AMPLIFY_teNEGATIVE0739	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0741	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0743	train	7	0	7	neg_only
NEG_AMPLIFY_teNEGATIVE0744	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0747	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0748	val	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0750	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0751	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0752	val	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0754	val	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0759	train	2	0	2	neg_only
NEG_AMPLIFY_teNEGATIVE0761	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0762	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0763	train	5	0	5	neg_only
NEG_AMPLIFY_teNEGATIVE0767	train	73	3	70	mixed
NEG_AMPLIFY_teNEGATIVE0771	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0772	test	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0774	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0775	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0776	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0777	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0778	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0779	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0780	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0782	val	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0784	train	2	0	2	neg_only
NEG_AMPLIFY_teNEGATIVE0787	val	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0788	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0789	train	2	0	2	neg_only
NEG_AMPLIFY_teNEGATIVE0790	train	3	0	3	neg_only
NEG_AMPLIFY_teNEGATIVE0792	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0794	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0795	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0796	train	7	0	7	neg_only
NEG_AMPLIFY_teNEGATIVE0800	val	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0804	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0806	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0807	val	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0810	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0812	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0813	val	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0819	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0820	train	2	0	2	neg_only
NEG_AMPLIFY_teNEGATIVE0821	train	2	0	2	neg_only
NEG_AMPLIFY_teNEGATIVE0822	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0823	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0824	val	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0825	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0829	train	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0830	test	1	0	1	neg_only
NEG_AMPLIFY_teNEGATIVE0834	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0001	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0002	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0005	val	5	0	5	neg_only
NEG_AMPLIFY_trNEGATIVE0006	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0008	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0010	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0012	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0014	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0015	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0017	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0019	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0020	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0022	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0023	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0024	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0025	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0027	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0029	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0030	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0031	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0032	val	4	0	4	neg_only
NEG_AMPLIFY_trNEGATIVE0033	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0035	test	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0037	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0039	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0040	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0041	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0043	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0044	test	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0045	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0047	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0048	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0049	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0052	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0053	val	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE0055	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0057	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0059	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0062	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0065	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0069	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0070	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0072	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0074	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0075	test	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0076	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0077	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0080	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0081	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0083	train	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE0084	train	15	0	15	neg_only
NEG_AMPLIFY_trNEGATIVE0085	train	5	0	5	neg_only
NEG_AMPLIFY_trNEGATIVE0087	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0088	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0090	val	4	0	4	neg_only
NEG_AMPLIFY_trNEGATIVE0092	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0093	train	23	0	23	neg_only
NEG_AMPLIFY_trNEGATIVE0094	train	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE0096	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0097	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0098	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0102	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0106	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0108	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0109	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0110	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0111	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0112	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0115	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0116	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0118	train	11	0	11	neg_only
NEG_AMPLIFY_trNEGATIVE0119	test	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0120	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0121	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0122	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0124	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0125	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0126	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0130	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0131	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0132	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0136	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0137	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0138	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0140	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0141	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0145	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0147	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0152	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0153	val	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0154	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0160	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0161	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0162	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0163	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0164	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0167	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0168	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0171	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0173	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0174	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0177	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0178	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0179	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0180	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0181	val	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0182	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0184	train	4	0	4	neg_only
NEG_AMPLIFY_trNEGATIVE0185	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0187	train	4	0	4	neg_only
NEG_AMPLIFY_trNEGATIVE0188	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0189	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0190	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0193	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0195	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0198	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0200	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0201	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0203	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0205	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0206	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0207	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0208	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0209	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0211	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0212	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0213	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0214	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0215	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0216	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0217	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0218	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0221	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0222	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0223	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0225	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0227	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0228	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0229	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0230	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0231	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0234	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0235	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0236	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0239	train	5	0	5	neg_only
NEG_AMPLIFY_trNEGATIVE0241	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0242	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0248	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0250	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0253	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0255	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0257	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0259	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0260	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0265	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0266	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0267	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0273	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0274	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0278	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0282	test	6	0	6	neg_only
NEG_AMPLIFY_trNEGATIVE0286	train	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE0289	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0291	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0292	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0294	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0300	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0301	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0303	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0307	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0308	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0310	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0311	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0313	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0314	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0322	val	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0324	test	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0325	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0328	test	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0329	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0330	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0331	train	2	1	1	mixed
NEG_AMPLIFY_trNEGATIVE0332	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03341	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0335	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03354	train	10	0	10	neg_only
NEG_AMPLIFY_trNEGATIVE03356	val	13	0	13	neg_only
NEG_AMPLIFY_trNEGATIVE0336	test	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE03371	test	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0338	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03388	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03396	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0341	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0342	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0343	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03432	train	32	0	32	neg_only
NEG_AMPLIFY_trNEGATIVE03438	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0344	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03446	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03447	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03456	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03468	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0347	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03480	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03497	train	11	0	11	neg_only
NEG_AMPLIFY_trNEGATIVE03504	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03506	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03508	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0351	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03515	test	11	0	11	neg_only
NEG_AMPLIFY_trNEGATIVE03518	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE03520	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0353	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03531	test	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE03532	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03539	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03554	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03558	test	4	0	4	neg_only
NEG_AMPLIFY_trNEGATIVE03559	test	35	0	35	neg_only
NEG_AMPLIFY_trNEGATIVE03563	test	29	0	29	neg_only
NEG_AMPLIFY_trNEGATIVE03570	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03577	train	23	3	20	mixed
NEG_AMPLIFY_trNEGATIVE0358	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03582	train	9	0	9	neg_only
NEG_AMPLIFY_trNEGATIVE03586	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03593	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03594	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0360	val	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE0361	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE03619	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0362	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03621	train	4	0	4	neg_only
NEG_AMPLIFY_trNEGATIVE03623	train	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE03635	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE03637	train	111	0	111	neg_only
NEG_AMPLIFY_trNEGATIVE0364	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0365	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03669	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03670	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE03674	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0368	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE03685	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03688	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0369	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0370	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03703	train	4	0	4	neg_only
NEG_AMPLIFY_trNEGATIVE03706	train	4	0	4	neg_only
NEG_AMPLIFY_trNEGATIVE0371	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03720	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03738	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0374	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0375	train	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE03750	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0376	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03761	train	14	0	14	neg_only
NEG_AMPLIFY_trNEGATIVE0377	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03777	val	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0379	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03798	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0380	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03803	train	9	0	9	neg_only
NEG_AMPLIFY_trNEGATIVE0381	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03813	val	14	0	14	neg_only
NEG_AMPLIFY_trNEGATIVE0382	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03838	val	12	0	12	neg_only
NEG_AMPLIFY_trNEGATIVE03839	train	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE03858	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03862	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03866	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0387	train	4	0	4	neg_only
NEG_AMPLIFY_trNEGATIVE03871	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0388	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03886	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03888	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0389	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03891	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0390	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03907	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03912	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03913	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0392	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03933	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03934	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0394	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03953	val	10	0	10	neg_only
NEG_AMPLIFY_trNEGATIVE0396	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0397	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03971	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0398	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE03981	train	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE03988	train	4	0	4	neg_only
NEG_AMPLIFY_trNEGATIVE0399	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE03994	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0400	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE04031	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE04037	train	4	0	4	neg_only
NEG_AMPLIFY_trNEGATIVE0404	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE04041	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0406	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE04062	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE04067	train	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE0407	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE04070	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0408	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE04093	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0410	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE04107	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE04109	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0411	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE04115	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE04119	train	1	0	1	neg_only
